iter	Logloss
149	0.693045173
150	0.6930444141
151	0.6930429018
152	0.693042327
153	0.6930352902
154	0.6930432199
155	0.6930403571
156	0.6930417243
157	0.6930394141
158	0.6930357422
159	0.6930410379
160	0.6930433092
161	0.6930442132
162	0.69304399
163	0.6930394364
164	0.693040279
165	0.6930428237
166	0.6930433984
167	0.6930405246
168	0.693039721
169	0.6930385156
170	0.6930426507
171	0.6930346708
172	0.693034933
173	0.6930377511
174	0.6930335268
175	0.6930329464
176	0.6930287556
177	0.6930332199
178	0.6930337723
179	0.6930350112
180	0.6930351842
181	0.693031635
182	0.6930279408
183	0.6930317132
184	0.6930318694
185	0.6930312835
186	0.6930212221
187	0.6930210658
188	0.693018577
189	0.6930275279
190	0.6930270647
191	0.6930254576
192	0.6930242411
193	0.6930309542
194	0.6930306417
195	0.6930391462
196	0.6930336551
197	0.6930316964
198	0.6930292522
199	0.6930337723
200	0.6930287946
201	0.6930289063
202	0.6930291964
203	0.6930307589
204	0.6930293638
205	0.6930308482
206	0.6930283984
207	0.693029135
208	0.6930333371
209	0.693033404
210	0.6930254799
211	0.6930252288
212	0.6930254408
213	0.6930207422
214	0.6930241239
215	0.6930230915
216	0.6930179129
217	0.6930191071
218	0.6930153181
219	0.6930178181
220	0.6930165848
221	0.6930159487
222	0.6930129576
223	0.6930215792
224	0.6930206417
225	0.6930221429
226	0.693021942
227	0.6930199833
228	0.6930196875
229	0.6930196652
230	0.6930187277
231	0.6930234431
232	0.6930178962
233	0.6930183761
234	0.6930228237
235	0.6930232478
236	0.6930258984
237	0.6930243806
238	0.6930249609
239	0.6930224554
240	0.6930215234
241	0.6930180134
242	0.6930124888
243	0.6930134542
244	0.6930129799
245	0.6930152344
246	0.6930124442
247	0.693011529
248	0.6930116183
249	0.6930117578
250	0.6930094308
251	0.693006875
252	0.6930112556
253	0.6930123605
254	0.6930094978
255	0.6930088002
256	0.6930101786
257	0.6930059598
258	0.6930071094
259	0.6930071819
260	0.6930061049
261	0.6930079688
262	0.6930124609
263	0.6930113783
264	0.6930128069
265	0.6930147377
266	0.6930191127
267	0.6930152176
268	0.6930124275
269	0.6930170313
270	0.6930160826
271	0.6930189062
272	0.6930204241
273	0.6930175056
274	0.6930176953
275	0.693015865
276	0.6930167411
277	0.6930134152
278	0.6930166462
279	0.6930141629
280	0.6930149163
281	0.6930201172
282	0.693017567
283	0.6930188839
284	0.693014894
285	0.6930155357
286	0.6930215904
287	0.6930185491
288	0.6930177902
289	0.6930127009
290	0.6930107924
291	0.6930115904
292	0.6930122042
293	0.693012606
294	0.6930129297
295	0.6930077902
296	0.6930078069
297	0.6930170201
298	0.6930166797
299	0.6930153237
300	0.6930140458
301	0.6930131306
302	0.6930164732
303	0.6930211998
304	0.6930211551
305	0.6930198717
306	0.6930204297
307	0.6930203013
308	0.6930241406
309	0.6930251116
310	0.693025279
311	0.6930247545
312	0.6930245926
313	0.6930259989
314	0.6930271373
315	0.693028058
316	0.6930299442
317	0.6930285882
318	0.6930280413
319	0.6930270703
320	0.6930202009
321	0.6930244978
322	0.6930219531
323	0.6930213728
324	0.6930187165
325	0.6930188449
326	0.6930192969
327	0.6930142355
328	0.693016769
329	0.6930178237
330	0.693017327
331	0.6930161384
332	0.6930100056
333	0.6930102288
334	0.6930095368
335	0.6930120815
336	0.6930118583
337	0.6930106529
338	0.6930113504
339	0.6930092187
340	0.6930115179
341	0.6930105078
342	0.6930096763
343	0.6930104074
344	0.693008192
345	0.6930067355
346	0.6930047824
347	0.6930017188
348	0.6930003906
349	0.6930020703
350	0.6930044699
351	0.6930006529
352	0.6929987891
353	0.692997394
354	0.6929972433
355	0.6929967076
356	0.6929976953
357	0.6929936998
358	0.6929939174
359	0.692993817
360	0.6929964063
361	0.6930006808
362	0.6930033817
363	0.6930043527
364	0.693003365
365	0.6930053795
366	0.6930057924
367	0.6930066797
368	0.6930046708
369	0.6930040011
370	0.6930034208
371	0.6930046987
372	0.6930083594
373	0.6930053795
374	0.693005731
375	0.6930052902
376	0.6930081194
377	0.693009933
378	0.6930096819
379	0.6930015179
380	0.6930018806
381	0.6930001004
382	0.6930001897
383	0.6930013337
384	0.6930021931
385	0.693004135
386	0.6929999219
387	0.6929989174
388	0.6930003404
389	0.6929996484
390	0.6929991071
391	0.6930008929
392	0.6930021987
393	0.6930033761
394	0.6930032701
395	0.6930045815
396	0.693004442
397	0.6930035937
398	0.6930038393
399	0.6930026451
400	0.6930027176
401	0.6930021261
402	0.6930034375
403	0.6930053404
404	0.6930099219
405	0.6930088783
406	0.6930109152
407	0.6930110603
408	0.6930118862
409	0.6930110045
410	0.6930051897
411	0.693003231
412	0.6930019252
413	0.6930027232
414	0.6930043359
415	0.6930033315
416	0.6930019196
417	0.6930060714
418	0.6930022321
419	0.6930030915
420	0.692996942
421	0.6929979799
422	0.6929990067
423	0.6930008482
424	0.693003125
425	0.6930032868
426	0.6930052009
427	0.6930057422
428	0.6930070926
429	0.6930061719
430	0.6930040179
431	0.6930027567
432	0.6930054408
433	0.6930050893
434	0.6930048884
435	0.6930072154
436	0.6930098661
437	0.6930082645
438	0.6930082199
439	0.6930068025
440	0.693008058
441	0.6930073828
442	0.6930022042
443	0.6929986775
444	0.6929964732
445	0.6929969531
446	0.6929980078
447	0.6929975
448	0.6929976339
449	0.6929974609
450	0.6929944587
451	0.6929979743
452	0.6929948382
453	0.6929945815
454	0.6929948717
455	0.6929956194
456	0.6929976842
457	0.6929949051
458	0.6929966629
459	0.6929966183
460	0.6929953739
461	0.692994548
462	0.692993231
463	0.6929929185
464	0.692993298
465	0.6929954743
466	0.6929957478
467	0.6929945815
468	0.6929935491
469	0.6929952121
470	0.692995067
471	0.6929933817
472	0.6929954855
473	0.69299625
474	0.6929990848
475	0.6929979576
476	0.6929962835
477	0.6929950056
478	0.6929953404
479	0.692997048
480	0.6929968694
481	0.6929963672
482	0.6930010882
483	0.6930009431
484	0.6929996094
485	0.6929992578
486	0.6930012723
487	0.6929991016
488	0.6929939342
489	0.6929959487
490	0.6929947935
491	0.6929909152
492	0.6929917801
493	0.6929904576
494	0.6929883482
495	0.6929918806
496	0.6929913058
497	0.6929883984
498	0.6929908594
499	0.692992846
500	0.6929929855
501	0.6929957645
502	0.6929942243
503	0.6929960938
504	0.6929955748
505	0.6929945089
506	0.6929968415
507	0.6929944364
508	0.6929948382
509	0.6929979576
510	0.6929977232
511	0.692989894
512	0.6929940179
513	0.6929944699
514	0.6929939007
515	0.6929937667
516	0.6929941127
517	0.6929973549
518	0.6929984821
519	0.6930011998
520	0.69299774
521	0.6930006975
522	0.6929974944
523	0.6929962556
524	0.6929903125
525	0.6929880413
526	0.6929896931
527	0.6929887221
528	0.6929856362
529	0.692986077
530	0.6929878125
531	0.6929882478
532	0.6929884821
533	0.6929893025
534	0.6929876116
535	0.6929883984
536	0.6929880804
537	0.6929834096
538	0.6929828237
539	0.6929854353
540	0.6929859096
541	0.6929856585
542	0.69298351
543	0.6929829855
544	0.6929830748
545	0.692983683
546	0.6929833482
547	0.6929858873
548	0.6929870815
549	0.6929865848
550	0.6929874107
551	0.6929846205
552	0.6929888337
553	0.6929890904
554	0.6929884431
555	0.692986635
556	0.6929839453
557	0.6929838281
558	0.6929836272
559	0.6929829353
560	0.6929850112
561	0.6929860993
562	0.6929883482
563	0.6929842969
564	0.6929829632
565	0.6929829743
566	0.6929824721
567	0.6929814732
568	0.6929851172
569	0.6929846484
570	0.6929837946
571	0.6929872098
572	0.6929856473
573	0.6929849665
574	0.6929883929
575	0.6929894141
576	0.6929893917
577	0.6929915402
578	0.6929929297
579	0.6929901563
580	0.6929911105
581	0.6929908538
582	0.6929924833
583	0.6929918304
584	0.692991423
585	0.6929899554
586	0.6929916797
587	0.6929888281
588	0.6929887723
589	0.6929879185
590	0.6929871373
591	0.6929897991
592	0.6929853181
593	0.692985279
594	0.692989442
595	0.6929900391
596	0.6929908482
597	0.6929966629
598	0.6929911886
599	0.6929943806
600	0.6929937779
601	0.6929950837
602	0.6929972991
603	0.6929957031
604	0.6929944587
605	0.692991077
606	0.6929902288
607	0.6929912556
608	0.6929901842
609	0.6929901842
610	0.6929919587
611	0.6929926674
612	0.6929941797
613	0.6929939955
614	0.6929946484
615	0.6929926618
616	0.6929915402
617	0.6929924163
618	0.6929903237
619	0.6929900502
620	0.6929903069
621	0.6929897098
622	0.6929937779
623	0.6929916183
624	0.6929924051
625	0.6929901116
626	0.6929928627
627	0.6929886775
628	0.6929872935
629	0.6929856194
630	0.6929885156
631	0.6929902009
632	0.6929905078
633	0.6929874219
634	0.6929899386
635	0.6929908092
636	0.6929904688
637	0.6929870592
638	0.6929864453
639	0.6929894252
640	0.6929909821
641	0.6929881864
642	0.6929908259
643	0.6929904855
644	0.6929940402
645	0.6929948605
646	0.6929958482
647	0.6929954632
648	0.6929922266
649	0.6929942857
650	0.6929922991
651	0.6929909152
652	0.6929870201
653	0.6929879743
654	0.6929886551
655	0.6929873772
656	0.6929921205
657	0.6929877232
658	0.6929873884
659	0.6929873214
660	0.6929875725
661	0.6929907366
662	0.6929894085
663	0.6929898661
664	0.6929898996
665	0.6929891239
666	0.6929911886
667	0.6929906306
668	0.6929908259
669	0.6929897545
670	0.6929862946
671	0.6929881083
672	0.6929839007
673	0.6929869643
674	0.6929865011
675	0.6929857645
676	0.692983683
677	0.6929828906
678	0.6929876786
679	0.6929889844
680	0.6929871429
681	0.6929906138
682	0.6929884877
683	0.6929892132
684	0.692990798
685	0.6929906808
686	0.6929920592
687	0.6929904911
688	0.6929922042
689	0.692992048
690	0.6929893973
691	0.6929869531
692	0.6929883873
693	0.6929839565
694	0.6929901786
695	0.6929901004
696	0.6929876897
697	0.6929912277
698	0.6929892467
699	0.6929885212
700	0.6929865123
701	0.6929860324
702	0.6929887723
703	0.6929858147
704	0.6929906083
705	0.692989202
706	0.6929882199
707	0.6929885937
708	0.6929922656
709	0.6929924777
710	0.6929927623
711	0.692991942
712	0.6929909989
713	0.6929919308
714	0.6929886496
715	0.6929926953
716	0.6929950781
717	0.6929948214
718	0.6929945871
719	0.6929947042
720	0.6929909542
721	0.6929919141
722	0.6929907813
723	0.6929890346
724	0.6929888114
725	0.6929873605
726	0.6929929353
727	0.6929893248
728	0.6929882533
729	0.6929896819
730	0.69299125
731	0.6929906696
732	0.6929862165
733	0.6929891685
734	0.692992115
735	0.692988298
736	0.69299125
737	0.6929900112
738	0.6929899386
739	0.6929873047
740	0.692992221
741	0.6929905692
742	0.6929897712
743	0.6929907924
744	0.6929869531
745	0.6929897377
746	0.6929919475
747	0.6929879297
748	0.6929906083
749	0.6929906306
750	0.6929909877
751	0.6929918415
752	0.692991529
753	0.692990692
754	0.6929869978
755	0.6929890513
756	0.6929893527
757	0.6929919922
758	0.6929889732
759	0.6929913337
760	0.6929903795
761	0.6929896596
762	0.6929904185
763	0.6929933203
764	0.6929958036
765	0.6929956696
766	0.6929945592
767	0.6929898884
768	0.6929872154
769	0.6929871317
770	0.6929874721
771	0.6929880246
772	0.6929882366
773	0.6929887277
774	0.6929879743
775	0.6929875112
776	0.6929868862
777	0.6929870145
778	0.6929863895
779	0.692984654
780	0.692989375
781	0.6929897321
782	0.6929873661
783	0.6929889397
784	0.692989548
785	0.692990067
786	0.6929875
787	0.6929872098
788	0.6929889621
789	0.6929880134
790	0.6929887667
791	0.6929907589
792	0.6929910435
793	0.6929872991
794	0.6929897991
795	0.6929897991
796	0.692991808
797	0.6929913951
798	0.6929918248
799	0.6929922377
800	0.6929893415
801	0.6929934431
802	0.6929916629
803	0.6929872377
804	0.692987885
805	0.6929907701
806	0.6929903683
807	0.6929932478
808	0.6929924721
809	0.6929926172
810	0.6929919252
811	0.6929923717
812	0.6929923772
813	0.6929915625
814	0.6929915234
815	0.6929914174
816	0.6929906473
817	0.692987779
818	0.692988192
819	0.6929922935
820	0.6929947879
821	0.6929951674
822	0.6929939565
823	0.6929912723
824	0.6929926507
825	0.6929929297
826	0.6929912388
827	0.692993058
828	0.6929927846
829	0.6929942076
830	0.6929966239
831	0.6929978292
832	0.6929964342
833	0.6929940792
834	0.6929931473
835	0.6929919866
836	0.6929958036
837	0.6929959989
838	0.6929963058
839	0.6929960993
840	0.6929961272
841	0.6929931696
842	0.6929963225
843	0.6929942076
844	0.6929940458
845	0.6929912277
846	0.6929910547
847	0.6929901395
848	0.6929894699
849	0.6929946763
850	0.692998019
851	0.6929962388
852	0.692996423
853	0.6929964565
854	0.6929961886
855	0.6929960882
856	0.6929942857
857	0.6929935826
858	0.6929922098
859	0.6929921429
860	0.6929934766
861	0.6929933203
862	0.6929921763
863	0.6929904576
864	0.6929909933
865	0.6929901897
866	0.6929901004
867	0.6929886663
868	0.69299101
869	0.6929910658
870	0.6929933705
871	0.69299024
872	0.6929920815
873	0.6929872824
874	0.6929887667
875	0.6929892634
876	0.6929875112
877	0.6929861886
878	0.6929875223
879	0.6929871763
880	0.6929905636
881	0.6929893917
882	0.6929874721
883	0.6929863728
884	0.6929892913
885	0.6929884487
886	0.6929924386
887	0.6929909375
888	0.6929911217
889	0.6929920759
890	0.6929904576
891	0.6929941908
892	0.692993683
893	0.6929944531
894	0.6929915179
895	0.6929914286
896	0.6929934208
897	0.6929933092
898	0.6929936384
899	0.6929952734
900	0.6929932087
901	0.6929957143
902	0.6929916685
903	0.6929919531
904	0.6929899944
905	0.6929910379
906	0.6929885658
907	0.6929856975
908	0.6929884766
909	0.6929877232
910	0.6929872098
911	0.6929851563
912	0.692988019
913	0.6929883426
914	0.6929875056
915	0.6929847879
916	0.6929830357
917	0.6929837388
918	0.692984654
919	0.6929863337
920	0.6929826116
921	0.6929831306
922	0.6929828739
923	0.6929852288
924	0.6929823326
925	0.692986183
926	0.6929875
927	0.6929904743
928	0.6929933705
929	0.6929928795
930	0.6929931027
931	0.6929938672
932	0.6929908482
933	0.6929885324
934	0.6929895592
935	0.6929892299
936	0.692987846
937	0.6929905022
938	0.6929912333
939	0.6929922266
940	0.6929899219
941	0.6929895201
942	0.6929892913
943	0.692990625
944	0.6929896429
945	0.692988404
946	0.6929894364
947	0.6929883147
948	0.6929867132
949	0.6929875279
950	0.6929893583
951	0.6929895703
952	0.6929887556
953	0.6929901618
954	0.6929888839
955	0.6929888839
956	0.6929888839
957	0.6929934877
958	0.6929949163
959	0.6929948996
960	0.6929925725
961	0.6929931752
962	0.6929934375
963	0.6929946429
964	0.6929923493
965	0.6929925056
966	0.6929930804
967	0.6929934654
968	0.6929928348
969	0.692992115
970	0.6929918583
971	0.692991596
972	0.6929921317
973	0.6929932924
974	0.6929890904
975	0.6929867634
976	0.6929863393
977	0.692988298
978	0.6929876395
979	0.6929892243
980	0.6929888281
981	0.6929896763
982	0.6929895424
983	0.692991596
984	0.6929885658
985	0.6929861217
986	0.6929873772
987	0.6929896317
988	0.6929911942
989	0.6929906864
990	0.6929890402
991	0.6929879576
992	0.6929906975
993	0.6929906975
994	0.692990865
995	0.6929913895
996	0.6929921596
997	0.6929925502
998	0.6929928627
999	0.6929928683
